"R0000100","R0070500","R0337800","R0545600","R0839900","R1087300","R1463000","R1809800","R2171500","R2376300","R2770900","R3012700","R3340100","R3604400","R3954600","R4582900","R5267100","R5912600","R6578200","R7192900","R7879600","T0121900"
5710,-4,-4,-4,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,40,40,40,40,40,40,50
5711,-4,-4,4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5712,-4,-4,-4,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,30,30,40,40,40,40
5713,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,18,14,37,45,40,45
5714,45,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,40,45,50,-4,-4,-4
5715,10,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
5716,-4,40,25,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,24,40,-4,-4,-4,-4
5717,-4,25,-4,2,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,40,-5,-5,-5,-5,-5
5718,12,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,0,4,6,-4,-4,15
5719,21,28,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,40,40,40,40,60,60
5720,43,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,50,20,-5,40
5721,-4,-4,-4,35,-4,-4,-5,-4,-5,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5
5722,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
5723,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,56,40,50,40,40,40
5724,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,38,38,24,-5,28,40
5725,-4,-4,40,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,60,40,40,40,45,40
5726,-4,-4,84,80,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,65,30,50,-5,45,-5
5727,-4,48,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,36,60,50,50
5728,-4,-4,15,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,48,52,50,60
5729,45,-4,12,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,4,40,35,40,40,40,40
5730,-4,72,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5731,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5732,-4,40,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,35,15,5,-4
5733,-4,96,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,60,58,60,53,60
5734,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,30,40,-5,-5,-5
5735,-4,45,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5736,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5737,-4,-4,32,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5
5738,-4,40,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,65,72,-4,-4,-4,-4
5739,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5740,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,21,25,38,18,26,10
5741,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-4,-4,-4
5742,-3,43,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5743,-4,-4,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,20
5744,7,-4,-4,29,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-5,-5,-5
5745,-4,-4,-4,20,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,40,-5,55,55,40,40,50
5746,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,35,26,40,40,40
5747,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,50,45,40,30,40,48
5748,-4,-4,-5,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,45,40,40,40,40,40
5749,-4,-5,40,40,-4,-4,-4,-4,-4,30,-4,-4,-4,-4,58,40,50,37,40,35,40
5750,2,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-5,40,40,40,40,-5
5751,25,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,50,40,-5,-5,-5,-5
5752,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,11,40,40,45
5753,-4,22,40,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,38,36,36
5754,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,49,40,40,40,40,40,40
5755,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,50,55
5756,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-4,40
5757,-4,-4,-4,85,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,15,20,25,40,20,20
5758,22,-4,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,0,-4,-4,32
5759,10,4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,2,-4,-4,-4
5760,-4,16,-4,4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5761,-4,-4,20,35,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5762,-3,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,40,40,-4,40
5763,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,38,30,39,38,35,30
5764,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,45,45,-5,-5,50,50
5765,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5766,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,16,30,-4
5767,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,16
5768,-4,-4,50,50,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5769,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,25,40,-5,-4,19,4
5770,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,50,-5,-5,60,-5,40,-5
5771,-4,24,-4,40,-4,-5,-4,-4,-4,-5,-4,-4,-4,-5,40,40,30,40,-5,-5,40
5772,-4,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,-5,40,40,40,45
5773,-4,-4,30,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5774,-4,-5,-5,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,40,40,40
5775,16,-4,50,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5776,-4,20,30,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,40,40,40,40,42,40
5777,-4,-4,-4,65,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5778,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,-5,40,-5,-5,40,40
5779,30,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,45,45
5780,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5781,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,45,40,40,40
5782,-4,-4,30,72,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,-4,-4,-4
5783,-4,-5,-4,20,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,40,40,50,40,40,40,40
5784,-4,-4,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,47,45,47,46,48,42
5785,-4,25,16,18,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5786,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,40,40,-5,-5,-5,-4,-5
5787,12,8,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5788,48,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,48,40
5789,-4,40,-4,40,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5790,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5791,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,40
5792,-4,-4,-4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,72,84,40,40,40
5793,-4,20,-4,30,-4,20,-4,-4,-4,-4,-4,-4,-4,10,40,40,35,50,-4,40,25
5794,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5795,26,-4,-4,10,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,50,-5,-5,-5,-5
5796,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,26,32,32,32,40
5797,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,50,50,50,50,50,50
5798,-4,-4,-4,40,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4
5799,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,42,42,40,45,40
5800,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,55,-5,-5,-5,-5
5801,35,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,37,40,40,40,40
5802,-4,-4,-4,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,40,30,25,25,-4,-4,-4
5803,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,40,40,40,40,40,48,40
5804,22,40,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5805,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,47,40,40,40,40
5806,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-4,-4,-4,-4
5807,-4,-5,30,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5808,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,60,54,50,48,54,54
5809,15,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,40,-5,40
5810,-4,50,-4,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,56,56,56,56,56,56,56
5811,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,6,40,40,40,40,40
5812,13,19,-4,40,-4,-4,-4,-4,-4,40,-4,-4,-4,-4,40,40,-4,-5,-5,-5,-5
5813,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,20,40,40,40,40,40
5814,40,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,60,-4
5815,20,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,46,50,50,50,40
5816,20,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5817,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5818,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,30,48,63,40,40,-4
5819,-4,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,72,-4,40,-5,-5,-4
5820,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,40,40,40,40
5821,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5822,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5823,14,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,50
5824,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,55,45,-5,40,40,40
5825,40,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5826,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,40,-5,-5,40,40,-5,-5
5827,2,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,20,30
5828,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5829,24,32,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,30,-4,-4,-4,-4
5830,-4,-4,-4,20,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5831,-4,50,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,40,40,40,40
5832,18,-4,25,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,40,39,30,40,-5,-5,40
5833,24,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,-5,-5
5834,-4,7,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,20,32,32,40,40
5835,40,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,49,40,40,41,40,40,45
5836,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
5837,-4,-4,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5838,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,40,40
5839,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-4,-4,-4,-4,-4
5840,-4,25,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,40,80
5841,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,50,67,63,55,-4
5842,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,50,48,48,58,-5,-5
5843,-4,35,35,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,35,50,40,40,-5,-5
5844,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,22,25,25,20,40
5845,40,-4,42,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5846,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5847,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,42,48,45,40
5848,-3,-4,-4,40,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,40,42,-5,-5
5849,40,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,15,15,10,5,6,30
5850,-4,-4,-4,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,44,50,55
5851,48,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,40,40,40,50,60
5852,-4,40,40,30,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,30,40,40,41
5853,-4,-4,-4,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,35,40,-4,4
5854,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,40,40,-4,-4,-5
5855,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,20,30,24,25,35,24
5856,10,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,36,38,40
5857,40,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,40
5858,18,-4,40,50,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5859,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5860,-4,-4,10,40,-4,-5,-4,-4,-4,-4,-4,-5,-4,-4,40,40,40,58,40,60,50
5861,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-5,45,45,-5,-5,-5
5862,-4,-4,-4,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5863,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,40,50,60,50,55,55
5864,-4,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,70,70,70,66
5865,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,40,40,40,40
5866,-4,-4,-4,47,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5867,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,-5,-5,-5,-5,-5
5868,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4
5869,40,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,-5,-5,-5,40
5870,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,15,15,15,5,30,5
5871,-4,-4,40,40,-4,-5,-4,-4,-4,40,-4,-4,-4,-5,40,40,40,-5,-5,-5,-5
5872,-4,20,40,48,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,40,40,40,48,40,40,40
5873,15,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,9,40,40,40,40,40
5874,-4,30,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,30,32,-4,27,30,32
5875,40,62,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-5,40,40
5876,-4,45,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,45,40,32
5877,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-5,-5,-5,-5,-5,50
5878,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,40,-5,-5,-5,-5,-5
5879,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,84,40,-5,60,40,40,40
5880,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,21,-5,-5,24,40
5881,40,-4,24,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,40,40,40,-4,40,40
5882,-4,55,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5883,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
5884,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,55,40,40,40
5885,-4,-4,20,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5886,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,45,40
5887,40,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,25,25,30,40,40,40
5888,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,15,-5,-5,-5,40
5889,37,-4,-4,29,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,0,-5,40,-5,-5,40
5890,25,8,4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,8,-5,-5,-5,-5,-4,-4
5891,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5892,-4,30,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
5893,-4,-4,-4,30,-4,-4,-4,28,7,-4,-4,-4,-4,-4,-5,-5,40,40,-5,-5,-5
5894,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,40,-5,-5,-5,-5
5895,-4,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,-5,-4
5896,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,50,60,40
5897,-4,25,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,40,40,40,40
5898,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,18,45,44,-5,-5,40
5899,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,16,20,6,40,40,40
5900,-4,-4,44,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,40,38,38,37,40,38
5901,-4,-4,24,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
5902,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5903,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4
5904,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5905,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,48,45,30,-4,-4,-4
5906,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,45,40,52,40,-4,40
5907,14,28,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,10,25,5,40,40
5908,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5909,15,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,38,40,40,40,40,40
5910,-4,-4,6,35,-4,-5,-4,-4,-4,-4,-5,-5,-5,-4,-4,30,40,40,40,-5,15
5911,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,60,-1,40,40
5912,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,55,40,40,25,36,36
5913,-4,-4,-4,35,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,168,98,168,-4,-4,90
5914,30,-4,-4,40,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,25,18,25,12,16,4,16
5915,-4,48,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-4,-4,-4
5916,20,-4,40,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5917,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,50,70,50,40,40,-4
5918,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,50,50,40,60,-4,-4,-4
5919,-4,-4,40,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,44,60,50
5920,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,60,8
5921,48,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,36,-5,-5,-5,-5
5922,-4,-4,-4,8,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4,40,42,40,-5,-5,15,40
5923,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,60,50,50,60
5924,-4,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,50,50,80,-4,72
5925,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5926,-4,-4,-4,45,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,20,40,40,-5,40,40,45
5927,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5928,-4,-4,10,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-5,40,40,50,-4,-4,40
5929,-3,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,-4,40,80,40,40,55,-4,-4
5930,-4,-4,15,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5931,-4,5,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,50,40,-5,-5
5932,-4,-4,-4,50,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,40,96,40,40,60,50,40
5933,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5934,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,-4,-4,-4,-5,-5
5935,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,50,30,40,40,-4,55
5936,-4,-4,24,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,12,30,60,50,60,30
5937,-4,40,-4,32,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,46,54,-5,-5,-5,-5,-5
5938,-4,-4,-4,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5939,-4,-4,-4,35,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,47,40,5
5940,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
