"R0000100","R0070500","R0337800","R0545600","R0839900","R1087300","R1463000","R1809800","R2171500","R2376300","R2770900","R3012700","R3340100","R3604400","R3954600","R4582900","R5267100","R5912600","R6578200","R7192900","R7879600","T0121900"
5476,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,37,40,40,40,38,40
5477,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,45,45,45,40,45,60
5478,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,44,40,32,40,-4,-4
5479,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,32,32,36
5480,-4,-4,-4,-4,-4,40,-4,-5,-4,-5,-4,-4,-4,-4,34,40,70,40,40,40,2
5481,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5482,-4,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,48,40,40
5483,-4,20,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,55,55,55,-4,-4,-4
5484,-4,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5485,-4,40,40,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,32,40,40,40,40
5486,-4,30,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5487,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5488,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,45,40,40,35,37,33
5489,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,75,-4,50,70,90,90,60,60,60
5490,48,-4,-4,40,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5491,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,60,40,44,40
5492,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,40,40,38,40,-5,-5
5493,45,50,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,60,40,40,40,40
5494,-4,-4,-4,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,40,40,45,40,57,40,40
5495,40,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,48,48,48,48,48
5496,-2,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,65,65,65,70,-4,-4,-4
5497,45,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,70,-4,-4,-4
5498,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,20,40,40,32,-5
5499,48,-4,50,40,40,-5,-4,-4,-4,-4,-4,-4,-4,-4,50,52,42,40,-5,-5,45
5500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5501,9,15,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,55,50,50
5502,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,42,42,43,40,52,40
5503,10,-4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5504,-4,-4,32,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,35,45,35,40,40,40
5505,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,41,41,50,50
5506,-4,32,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,-4,40,40,40,-4
5507,40,-4,-4,45,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5508,-4,-4,-4,40,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,45,40,40
5509,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,48,40
5510,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,40,24,20,40,40,20
5511,8,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,4
5512,-4,-4,-4,13,20,-4,-4,-4,-4,-4,40,-4,-4,-5,50,45,55,65,-4,-4,-4
5513,-4,40,30,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,42,40,40,-4,-4,-4
5514,-4,-4,-4,15,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,40,40,40,-4,43,40
5515,10,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,35,20,40,40,40,8
5516,-4,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,32,40
5517,-4,25,40,40,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,50,40,-4,-4,-5,-4
5518,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-4,40
5519,-3,-4,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40
5520,50,-4,-4,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,40,40,35,35,40,40,35
5521,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5522,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,21,8,7,16,21,35
5523,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
5524,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,45,-4,40
5525,50,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,40,-4,-4,-4
5526,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-4,-4,-4,-4
5527,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,55,45,45,45,45,45
5528,-4,20,16,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,6,20,72,40,40,84
5529,49,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,60,50,60,48,-4,-4,-4
5530,-3,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,8,30,16,24,32,32
5531,49,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,48,50,50,45,45,50
5532,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,40,40,40,40,45,45
5533,-4,-4,-4,12,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,40,40,40,40,40,40,38
5534,40,32,-4,50,-4,-5,-5,-4,-5,-5,-5,-5,-5,-4,40,55,40,48,56,-5,-5
5535,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,50,45,-4,-4,-5
5536,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,58,54,49,-4,-4
5537,-4,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,55,40,40,40,-4,16
5538,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,44,45,44,40,40
5539,-4,-4,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,40,50,60,60,-4,-5,60
5540,-3,-4,30,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,48,50,50,50,55,50
5541,8,-4,-4,18,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5542,38,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,35,45,50,-4,-5,-5
5543,31,-4,35,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,55,50,45,50
5544,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-4,-4
5545,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,40,40,40,40,40,40
5546,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5547,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,20,40,-4,-4,-4,-4
5548,8,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,-4,-4,-4,-4
5549,-4,-4,-4,40,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5550,-4,-4,16,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,37,40,46,-5,40
5551,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,54,54,46,40
5552,40,45,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,40,48,40,53,46,40
5553,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,43,43,40,40
5554,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,50,40,60,56,56,20,55
5555,52,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,16,50,50,56,50,-4
5556,9,8,-4,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,6,40,40,35,35,40
5557,45,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,35,40,35,36,-4,-4,-4
5558,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,55,55,55,60,60,50
5559,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,40,-5,-5,-5,-5
5560,-4,42,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,55,52,40,40
5561,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,18,82,60,-4,140,112
5562,-4,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,40,-5,-5,-5,-5,-5,-5
5563,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,45,-5,-5,-5,-5,-5,-5
5564,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5565,-4,-4,25,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,45,5,60,80
5566,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,18,30,40,50,40,45
5567,-4,42,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,-5,-5,-5,-5,-5
5568,-4,18,4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5569,-4,-4,-4,20,-4,96,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,40,40,48,-5,-5
5570,-4,40,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,-5,-5
5571,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5572,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,40,40,40,40
5573,-4,-4,56,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,60,60,4,45,45
5574,35,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,40,40,40,40,40
5575,8,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,48,40,40,-4
5576,-4,40,-4,24,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,40,40,40,54,40,40,40
5577,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,35,35,35,40,40,-5
5578,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,40,40,45,50,40,-5,-5
5579,9,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-5,-5,50,40,-5,-5
5580,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,65,50,30,40,40,40
5581,4,4,-4,30,-4,39,-4,-4,-4,-4,-4,-4,-4,-4,50,-5,45,45,-4,35,45
5582,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,40,40,-5,-5,-5
5583,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,-4
5584,40,-4,-4,45,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
5585,-4,-4,35,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5586,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,45,50,40
5587,40,-4,42,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,46,40,45,40,41,45
5588,40,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,70,-5,70,70,70,70
5589,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,40,43,54,42,40
5590,10,10,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,45,40
5591,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,45,45,50,45,50,45
5592,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,40,40,40,35
5593,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,20,20,24,24,40,-5,-5
5594,-4,40,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,60,50,60,55,55
5595,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,18,37,30,30,-4,-4
5596,55,-4,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,55,50,45,45,45,45
5597,36,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,20,-4,-4,-4,-4
5598,-4,-4,48,20,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5599,16,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,4,40,40,55,40
5600,46,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,50,50,-5,-5,-5,-5
5601,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,70,70,70,68,70,65,60
5602,40,50,-4,12,-4,-4,-5,-5,-4,-4,-5,-5,-4,-4,40,40,40,-5,-5,-5,-5
5603,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,30,14,0,-4,-4,-4
5604,30,48,50,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,20,40,50,-4,-4
5605,-4,-4,-4,-4,-4,40,-4,-4,-4,20,-4,-4,-4,-4,80,40,-5,40,168,40,-4
5606,10,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,36,40,40,43
5607,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,44,40,44
5608,14,5,60,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,45,48,45,45,46
5609,45,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,40,40,40,40
5610,24,-5,55,20,-4,-4,-4,-4,-4,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4
5611,17,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,60,52,78,80,40,50
5612,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5613,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,70,48,72,-4,50,42,4
5614,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,40,40,40,50,42
5615,-4,23,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,30,-4,29,29,-4
5616,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,48,40,40,40,40,40
5617,40,22,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,40,36,50,66,60,40
5618,-4,30,38,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,38,40,40,40,40
5619,-4,30,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,40,-4,-4,-4,-4,-4
5620,20,-4,-4,20,-4,-4,-4,-4,-4,-5,-5,-4,-5,-4,24,35,30,-2,-5,-5,-5
5621,-4,-4,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,50,50,54,55,55
5622,2,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,50,50,50,-5,-5,-5
5623,-3,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,42,40,40,45,40
5624,20,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5625,30,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,45,62,60,42,40,40
5626,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,40,40,40,40,40
5627,40,-4,-4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,20,17,14,-4,-4,-4
5628,-4,-4,-4,40,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5629,-3,9,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,48,45,40,55,-4,20
5630,-4,-4,-4,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,60,10,40,60,40,62
5631,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,40,12,40,40,24
5632,-4,12,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,40,55,-4,-4,-4,-4
5633,-4,8,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,40,40,-5,-5,-5,35,50
5634,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,40,40,16,40,48,-5
5635,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-5,24
5636,40,-4,-4,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,-5,-5,40,40,-4
5637,-4,-4,-4,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,60,40,48,40,42,40
5638,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,40,40,40
5639,-4,-5,-5,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,35
5640,40,-4,-4,40,-4,-4,-4,-4,-4,40,-4,-4,-4,-4,40,40,35,40,40,40,40
5641,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,28,8,40,40,40,40
5642,42,-4,50,42,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,40,40,40,60,-4,-4,-4
5643,15,40,-5,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,40,42,75,-4,-5,-4
5644,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
5645,9,-5,25,2,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,36,-5,-5
5646,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,45,45,50,50,50,50
5647,-4,-4,-4,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,45,-4,-4,40
5648,40,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,40,40,40,40
5649,36,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-5,42,42,45,-4,50
5650,39,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,58,8,48,48,-4,-4
5651,40,40,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,45,45,40,-5
5652,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,37,-4,-4
5653,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,24,-4,-5,-5,40,48
5654,22,-4,-4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,24,-4,20,15,-4,-4,-4
5655,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,45,40,40,40
5656,40,-4,-4,35,-4,-4,-4,-4,-4,5,-4,-4,-4,-4,8,7,10,20,-4,-4,-4
5657,-4,-4,20,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,50,32,35,40,40,40
5658,45,-4,-4,40,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,5,40,-5
5659,38,-4,-4,40,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5660,45,-4,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,50,50,45,45,50,-4
5661,1,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,-4,-4,-5,-5,-2
5662,45,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,40,40,35,40,-5
5663,-4,-4,-4,40,-4,-5,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,32
5664,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5
5665,35,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
5666,50,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,50,45,45,50
5667,15,-4,15,40,-4,-4,-4,96,-4,-4,-4,-4,-4,-4,60,46,50,50,-4,-4,-4
5668,40,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,50,40,40,60
5669,40,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,58,40,40,-4,40,40
5670,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,37,5,40,-4,5,25
5671,35,30,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,42,35,45,35,35,48
5672,12,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
5673,5,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-4,-4,-4,-4,-4
5674,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,60,-4,40
5675,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,45,43
5676,-4,5,42,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,40,40,20,-4,-4,40
5677,-4,-4,-4,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-4,70
5678,-4,25,-4,48,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,42,20,65,50,54,-5,65
5679,30,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,30,40,50,60,40
5680,20,40,60,40,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,40,-5,-5,-5,-5,-5,-5
5681,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-5,-4,40,40,80,42,40
5682,36,8,72,-5,-4,-5,-5,-5,-4,-5,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4
5683,40,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5684,-4,-4,-4,-5,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,30,32,35,30,35
5685,-4,-4,-4,15,-4,10,-4,-4,-4,-5,-5,-5,-5,-5,84,-5,78,-5,-5,-5,-5
5686,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5687,-4,30,35,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,14,50,30,20,24,40
5688,-4,24,72,35,-4,-4,-4,-4,-5,-5,-4,-4,-5,-4,-4,60,30,-5,74,-5,-5
5689,15,8,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-4,-4,25,40,-4,-4,-5,-4,-4
5690,48,-4,-4,72,-4,-4,-4,-4,-4,-4,38,-4,-4,-4,40,40,40,50,27,50,40
5691,-4,-4,-4,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,55,50,40,50,-4,-4
5692,-4,-4,-4,40,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,38,38,37,38,75,38,38
5693,-4,-4,-4,52,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5694,6,30,30,40,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,40,35,35,-4,-4,64,50
5695,70,70,70,21,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,50,35,45,35,35,35,35
5696,72,-4,-4,-5,-5,-4,-5,-4,-5,-4,-4,-5,-5,-4,90,20,60,99,-5,-4,84
5697,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,30,72,45,48,49,60
5698,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
5699,48,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,20,40
5700,60,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,60,60,60,50,-4,-4,-4
5701,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,45,40,40,45,50
5702,40,40,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,40,40,40,40,35
5703,25,-4,-4,33,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,42,60,70,55,50
5704,28,-4,55,38,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,35,35,30,40,45,45,40
5705,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,40,40,50,55,55,24
5706,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,50,50,40,-4,-5,-5
5707,-4,48,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5708,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,41,40,40,45
5709,-4,-5,15,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-5,30,25,36,-4,-4
