"R0000100","R0046300","R0214700","R0214800","R0263300","R0263400","R0446300","R0702000","R0828000","R0944900","R0945300","R1255300","R1255700","R1650100","R1650500","R1922700","R1923100","R2317500","R2317900","R2525300","R2525700","R2924300","R2924700","R3127000","R3127400","R3522700","R3523100","R3727700","R3728100","R4182000","R4193700","R4587901","R4587903","R5270500","R5270900","R6472100","R6473700","R6591300","R6592900","R7209100","R7209600","R7897500","R7898000","T0137900","T0138400","T1297500","T1298000","T2326000","T2326500","T3308200","T3308700"
3566,278,3,2,278,604,-4,278,777,278,777,278,777,278,777,269,877,278,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,276,679,638,877,679,877,-5,-5,-5,-5,-5,-5,9990,5620,7580,8740,7580,8740,7580,8740
3567,-4,3,1,67,706,-4,67,869,69,804,69,804,68,804,69,579,69,579,69,853,69,699,67,844,69,853,69,869,69,516,859,398,398,637,608,268,717,253,-4,-4,-4,-4,5090,4760,5090,4760,5090,4760,5090,4760
3568,-4,3,2,-4,-4,769,268,686,268,889,-5,-5,-5,-5,-5,-5,-5,-5,717,253,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7860,2540,7860,2540
3569,-4,3,1,-4,-4,-4,67,869,77,804,69,804,69,759,69,579,69,579,69,579,68,579,67,579,67,869,67,856,69,579,579,179,179,804,127,699,127,699,257,863,2570,8630,2570,8630,2570,8630,2570,8630,2570,6320
3570,-4,3,1,118,662,608,619,274,178,804,178,804,528,804,417,804,717,365,298,365,639,505,639,505,639,505,297,715,339,749,777,748,748,777,748,759,748,759,778,896,1890,8740,9990,5630,1890,5630,1890,1920,1890,1920
3571,857,3,1,857,902,-4,137,777,387,777,127,558,259,549,127,558,348,558,387,633,127,883,387,364,387,364,387,633,348,777,19,69,69,19,348,633,348,633,237,770,2370,7700,2370,7700,2370,7700,2370,7700,-5,-5
3572,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,637,435,-4,-4,669,435,609,276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,276,609,609,376,609,376,639,887,467,961,4670,9610,4970,9620,4970,9360,-5,-5,-5,-5
3573,769,3,2,857,194,-4,329,888,748,888,328,689,328,56,328,689,328,363,-4,-4,-4,-4,198,769,197,777,168,655,169,743,743,169,169,19,197,684,197,684,319,12,2880,120,5090,4720,5090,4720,5090,4720,5090,4720
3574,-4,3,2,-4,-4,-4,769,406,769,405,769,405,329,235,328,56,328,223,329,235,328,224,328,764,328,777,328,764,329,889,889,329,329,224,328,224,328,224,189,192,1890,1920,1890,1920,1890,1920,1890,1920,1890,1920
3575,219,3,1,219,680,238,219,783,219,783,259,783,259,783,219,783,259,783,219,785,219,575,207,575,208,575,207,575,207,575,575,207,207,575,219,633,208,259,339,484,3390,4840,9990,4700,3490,20,3490,20,3490,20
3576,269,3,2,338,422,-4,268,686,-4,-4,-4,-4,-4,-4,707,383,707,383,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,259,379,259,379,547,263,5470,2630,-4,-4,-4,-4,5470,2630,5470,2630
3577,-4,3,1,-4,-4,-4,138,777,278,856,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3578,-4,3,1,-4,-4,669,297,777,69,804,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3570,7150,3570,7150
3579,17,3,1,17,801,17,17,479,17,473,17,473,17,473,17,473,17,479,18,475,17,473,417,804,417,804,417,804,417,804,804,417,417,804,-5,-5,-5,-5,-5,-5,-5,-5,6170,9130,6170,9130,6170,9130,6170,9130
3580,757,3,1,647,374,749,219,336,219,275,647,275,639,889,697,363,757,505,627,243,417,269,417,364,417,365,417,304,417,379,379,417,417,243,417,364,417,364,617,561,6170,5610,6170,5610,6170,5610,6170,5610,6170,5610
3581,69,3,1,447,245,759,337,386,337,689,328,55,337,558,297,59,298,588,297,59,298,59,298,235,298,59,748,274,398,56,19,999,999,59,329,59,329,633,189,770,4090,2630,9990,110,4090,110,4090,110,4090,110
3582,667,3,1,667,705,-4,259,796,337,769,67,773,609,274,328,376,328,23,568,337,329,64,329,19,509,7,319,13,319,7,7,319,319,7,739,7,738,26,749,84,7490,840,5270,10,3490,10,7280,800,3170,10
3583,667,3,1,667,705,667,667,805,669,437,858,433,858,389,278,48,587,777,197,45,748,777,638,59,187,59,588,59,168,59,59,168,168,19,168,19,168,19,289,43,2370,430,9990,430,2370,430,2370,430,2370,430
3584,779,3,2,-4,-4,-4,668,453,-4,-4,358,33,619,283,619,277,628,376,-3,-3,358,283,879,319,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,728,453,728,453,538,470,5380,4700,5380,4700,8290,4220,8290,4220,8290,4220
3585,628,3,1,-4,-4,-4,937,175,937,459,738,23,889,23,889,23,738,23,889,23,338,23,338,25,197,19,179,23,179,23,23,179,179,7,179,23,179,7,308,12,4270,10,9990,10,4270,10,-5,-5,-5,-5
3586,769,3,2,-5,-5,-5,669,435,669,435,669,19,669,437,669,435,669,438,669,19,208,683,208,683,208,796,208,785,208,385,19,999,999,796,208,784,208,784,339,814,3390,8140,3390,8140,3390,8140,3390,8740,3390,8740
3587,-4,3,1,-4,-4,219,219,783,-4,-4,858,813,858,365,858,365,858,28,858,365,858,365,858,33,858,33,858,525,858,547,696,858,858,696,858,694,858,694,787,733,7870,7620,7870,7620,7870,7620,7870,7330,7870,7330
3588,669,3,1,669,914,669,669,435,669,276,669,444,-4,-4,858,883,879,889,19,43,888,217,19,43,19,217,19,217,19,217,303,748,748,303,19,43,19,43,739,130,7390,1300,7390,1300,7390,1300,7390,1300,7390,1300
3589,328,3,1,329,706,328,328,856,328,877,328,856,329,805,329,856,328,856,197,804,329,856,329,804,329,856,329,873,328,859,856,329,329,883,328,856,328,856,187,960,1870,1020,1870,1020,1870,1020,1870,1020,1870,1020
3590,-4,3,1,339,530,417,417,804,839,453,839,27,839,453,339,774,339,777,339,774,339,213,748,347,408,808,417,805,417,804,804,417,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6380,9130,6380,9130,6380,9130
3591,648,3,1,628,762,639,339,734,339,889,339,877,339,734,339,649,339,649,339,649,168,777,339,649,339,735,339,734,259,774,774,259,259,188,168,795,168,213,289,101,770,5600,6380,5510,7070,410,7070,410,7070,410
3592,628,3,1,628,762,628,628,365,628,877,628,365,628,877,619,277,657,337,527,365,569,804,197,749,198,777,328,747,147,795,795,147,147,777,197,706,328,777,187,895,1870,8950,1870,8950,1870,8950,1870,8950,1890,8960
3593,697,3,1,697,705,878,697,453,609,877,609,365,609,274,609,364,698,364,609,364,609,633,609,364,198,365,348,549,348,785,785,348,57,617,197,785,197,785,319,775,3190,7750,3190,7750,3190,7750,3190,7750,3190,7750
3594,669,3,2,-4,-4,669,669,433,669,434,798,453,339,777,648,885,627,276,648,276,609,365,628,365,339,785,339,679,-4,-4,-3,-4,669,19,669,19,669,19,417,962,1890,8710,4270,5620,4270,5600,4270,5600,4270,5600
3595,-4,3,1,69,615,69,69,869,69,595,69,595,69,595,69,869,69,595,69,595,158,567,69,567,69,558,67,595,67,567,567,69,69,567,69,567,69,567,77,623,770,6230,7770,10,7770,10,7770,10,7770,10
3596,-4,3,1,-4,-4,-4,757,514,639,505,649,505,639,505,639,505,417,516,757,505,757,505,757,505,757,505,639,505,639,505,505,809,757,19,809,19,809,19,877,471,8770,4710,8770,4710,8770,4710,-5,-5,-5,-5
3597,-4,3,2,329,663,687,669,434,669,434,669,434,609,647,778,468,798,406,798,468,778,486,769,406,-4,-4,-4,-4,-4,-4,276,609,269,888,269,888,269,888,117,964,4970,4050,4970,4050,-4,-4,8880,8320,8470,4600
3598,328,3,1,328,545,328,328,796,328,696,328,684,328,777,328,777,328,696,329,694,328,694,328,694,329,694,329,694,328,696,694,329,329,694,328,694,328,694,189,862,1890,8620,1890,8620,1890,8620,2370,8260,1180,8620
3599,307,3,1,339,530,328,329,769,339,188,339,734,169,225,728,579,67,869,69,579,69,579,69,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3600,609,3,1,698,374,-4,219,759,219,785,219,759,219,759,219,579,219,19,219,503,219,579,219,633,219,633,219,633,219,633,633,398,398,633,219,633,219,48,357,143,3570,1430,3570,1430,3570,1430,-5,-5,-5,-5
3601,769,3,2,769,980,669,669,438,669,444,669,444,669,438,778,468,798,468,907,355,-4,-4,-4,-4,-4,-4,-4,-4,738,25,243,657,697,303,697,303,697,303,669,500,6690,800,1090,800,1090,800,1090,800,1090,800
3602,328,3,1,328,690,328,328,696,328,558,328,59,328,558,329,684,328,59,328,699,328,769,328,633,329,633,329,37,328,633,19,328,328,19,328,19,328,19,187,43,1870,430,9990,140,1870,7700,1870,8800,1870,7700
3603,717,3,2,717,345,717,717,308,717,337,708,383,707,383,708,383,717,319,848,379,717,379,717,375,717,376,338,379,857,313,376,848,848,376,717,375,717,375,699,481,6990,4810,6990,5840,6990,5840,6990,5840,6990,5840
3604,587,3,1,528,753,269,18,805,527,804,417,804,748,805,417,806,268,805,297,805,527,804,278,804,297,804,278,805,669,883,804,269,269,804,417,19,417,19,638,551,6380,5510,6380,5510,6380,5510,6380,5510,6380,5510
3605,857,3,2,857,372,857,857,389,857,313,849,313,849,313,849,313,669,313,669,313,669,379,669,313,638,19,669,313,848,313,315,937,848,315,848,315,878,313,837,570,8370,5700,8370,5700,8370,5700,8370,5700,8370,5700
3606,669,3,2,669,910,-4,669,434,669,434,-4,-4,669,434,669,434,669,434,669,434,669,434,669,434,669,434,717,335,709,313,303,999,718,379,857,809,609,666,559,832,8680,4010,8680,4010,8680,4010,6170,5700,6170,5700
3607,878,3,1,697,705,807,809,55,809,55,809,235,809,194,809,194,807,235,809,228,807,213,809,213,809,213,809,235,809,55,55,809,748,213,807,213,69,577,77,635,770,6350,6170,9130,8790,7010,8790,1040,-5,-5
3608,-4,3,1,707,3,707,707,64,329,229,328,229,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,739,229,707,64,707,64,707,229,64,329,717,73,717,73,717,73,699,101,6990,1010,6990,1010,6990,1010,6990,1010,6990,1010
3609,-4,3,2,789,364,798,798,319,708,313,888,313,737,313,737,313,339,313,-4,-4,689,185,697,185,-4,-4,838,95,838,95,95,838,838,95,838,95,838,95,819,313,8190,3130,8190,3130,8190,3130,8170,3600,8270,3130
3610,839,3,2,839,912,669,838,436,778,405,838,444,-4,-4,-4,-4,-4,-4,-4,-4,628,276,628,337,527,276,628,276,628,276,276,628,628,877,828,336,208,683,998,874,1680,8740,7780,800,8290,4610,8270,4610,8270,4610
3611,-4,3,2,108,612,118,158,597,69,567,69,769,259,785,369,567,158,567,69,599,108,869,158,597,109,567,69,567,67,567,567,108,69,567,69,567,69,567,77,623,770,6230,770,6230,770,6230,770,6230,770,8550
3612,-4,3,1,-4,-4,-4,127,584,447,378,779,748,-4,-4,669,437,628,453,69,579,-3,-3,107,496,107,496,197,634,148,637,-3,-4,398,777,297,453,268,889,118,896,770,6260,9390,7200,9390,7200,7580,9620,770,6260
3613,857,3,2,829,921,848,937,446,848,446,917,446,848,446,917,446,917,446,878,447,868,223,848,446,848,389,848,446,878,447,447,878,878,446,868,446,868,446,838,365,8380,3650,8380,3650,8380,3650,8380,3650,8380,3650
3614,867,3,2,527,323,527,858,163,737,389,739,274,887,23,897,23,798,23,889,23,887,337,887,23,878,23,897,23,887,23,337,999,877,19,877,19,877,159,916,234,8190,2040,8190,2040,8190,2040,8190,2040,8190,2040
3615,-4,3,1,698,280,698,609,365,609,274,698,274,617,243,668,267,757,505,757,505,219,505,757,505,69,308,67,558,67,364,364,67,67,364,67,364,67,364,77,561,770,5610,-5,-5,-5,-5,-5,-5,-5,-5
3616,-4,3,1,118,652,-4,669,434,669,434,809,434,69,869,669,434,69,588,69,787,69,588,69,588,69,588,69,588,69,588,588,77,77,588,69,588,69,588,77,625,770,6250,770,6250,770,6250,770,6250,770,6250
3617,669,3,1,669,230,-4,328,777,669,19,669,433,568,777,717,253,717,253,717,253,717,24,717,386,717,66,717,386,717,66,66,718,717,8,717,386,717,66,808,35,8080,350,6990,4810,6990,4710,6990,4710,6990,860
3618,839,3,2,669,194,669,669,435,657,274,609,243,698,243,858,155,339,389,697,185,667,785,-5,-5,278,686,697,274,737,337,389,709,709,19,737,313,737,379,738,111,7380,1110,7380,1110,7380,1110,7380,1110,7380,1110
3619,697,3,1,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,867,186,807,159,697,186,867,159,157,857,857,157,857,157,857,157,786,232,7860,2320,7860,2320,7860,2320,7860,2310,7860,2310
3620,808,3,1,809,492,-4,838,453,838,453,757,514,718,453,718,453,647,505,69,567,69,557,77,869,19,486,278,519,278,777,777,278,278,633,339,518,339,518,199,733,1990,7330,1990,7330,770,7360,770,7360,770,7360
3621,108,3,1,108,602,109,109,777,109,689,107,705,109,889,259,689,259,869,157,753,108,779,109,759,158,759,109,579,108,889,785,108,108,785,108,785,108,777,-5,-5,-5,-5,-5,-5,9160,4220,-5,-5,-5,-5
3622,-4,3,1,857,902,-4,609,453,609,453,609,453,609,453,609,453,697,453,609,453,698,453,609,453,609,453,697,453,609,453,453,609,609,453,609,453,609,453,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3623,669,3,1,669,916,669,669,337,669,337,669,337,669,433,669,337,669,433,669,436,669,19,669,433,669,19,669,19,669,19,19,669,669,19,669,19,669,19,868,31,8680,310,8680,310,8680,310,8680,310,8680,310
3624,769,3,2,769,980,-4,669,433,858,439,669,444,669,437,638,687,329,274,697,385,697,243,697,243,697,274,869,19,868,274,274,868,868,33,869,33,869,33,857,53,8570,530,5580,4700,8570,530,8570,530,8570,2600
3625,-4,3,2,-4,-4,-4,769,406,858,453,937,439,858,449,858,444,669,276,339,384,339,384,339,384,339,384,339,384,748,384,384,339,339,384,858,329,858,329,787,532,7870,5320,7870,5320,7870,5320,7870,5320,7870,5320
3626,-4,3,2,678,310,857,867,158,848,468,937,387,857,387,857,159,857,155,857,158,857,157,857,156,857,144,857,450,857,157,157,857,857,156,857,156,857,156,786,233,7860,2330,7860,2330,7860,2330,7860,2330,7860,2330
3627,-4,3,1,-4,-4,-4,-4,-4,329,516,328,637,328,547,329,547,328,516,329,547,329,518,328,637,329,795,329,705,328,547,547,328,328,547,328,637,328,637,189,803,1890,8030,1890,8030,1890,8030,1890,8030,1890,8030
3628,778,3,1,607,321,329,328,19,329,19,329,363,329,19,329,558,338,19,328,19,329,19,328,19,329,19,398,166,329,19,19,329,329,19,329,19,329,19,187,43,1870,430,9990,360,1870,360,1870,1110,1870,140
3629,17,3,2,809,740,-4,669,435,-4,-4,19,487,18,479,329,274,297,274,288,243,738,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,717,313,699,570,-4,-4,2190,50,6990,50,6990,5930,6990,5930
3630,-4,3,2,-4,-4,-4,447,198,447,228,777,449,737,389,668,276,678,276,678,19,168,805,208,29,208,225,888,217,208,217,33,208,888,217,158,19,158,19,77,110,5080,1540,5080,1540,770,1540,2870,1540,2870,1540
3631,-4,3,2,-5,-5,-4,-5,-5,418,877,-5,-5,-5,-5,-5,-5,-5,-5,697,889,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3632,-4,3,1,757,623,-4,67,567,67,869,67,869,69,567,67,567,-5,-5,67,599,69,865,69,567,69,567,69,567,69,869,869,69,69,567,69,567,69,567,77,622,770,6220,770,6220,770,6220,770,6220,770,6220
3633,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,657,25,657,376,-4,-4,-4,-4,778,468,897,406,669,276,-4,-4,669,19,669,444,669,444,868,403,8680,4030,9990,4010,8680,4010,8680,4010,8680,4050
3634,-4,3,1,-4,-4,-4,-4,-4,728,453,339,365,727,877,67,869,67,567,727,769,478,777,69,567,67,567,69,567,67,869,-3,-4,69,567,69,567,69,567,77,623,770,6230,770,6230,770,6230,770,6230,770,6230
3635,769,3,2,-4,-4,769,669,433,-4,-4,247,319,708,319,417,313,669,435,669,435,717,253,717,253,717,253,748,313,717,313,376,927,927,376,669,435,669,19,468,5,4680,50,6990,4710,2170,5700,2170,5700,8680,4110
3636,-4,3,2,-4,-4,668,697,275,669,438,669,276,608,276,-4,-4,-4,-4,677,308,677,27,807,274,877,313,339,319,-4,-4,174,878,-5,-5,838,174,878,174,837,201,8370,2010,-5,-5,-4,-4,8370,2010,8370,2010
3637,838,3,2,927,321,927,927,355,927,376,927,375,148,313,268,368,708,25,727,37,708,378,708,378,708,25,707,378,708,25,254,718,628,243,628,243,628,243,759,510,7590,5100,9990,5000,7590,5000,7590,5000,7590,5000
3638,-4,3,1,-4,-4,-4,937,803,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,897,357,539,235,917,235,739,213,449,353,739,65,65,739,739,235,917,235,917,235,959,102,9590,1020,-5,-5,-5,-5,-5,-5,-5,-5
3639,628,3,1,-4,-4,-4,18,804,18,804,-4,-4,927,486,-4,-4,-5,-5,367,223,68,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,639,887,467,961,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3640,17,3,1,-4,-4,769,69,567,647,365,478,366,268,889,718,486,917,889,18,486,718,486,937,486,937,486,937,889,937,486,486,937,937,486,718,486,718,486,939,425,9390,4250,9390,4250,9390,4250,9390,4250,9390,4250
3641,168,3,2,-4,-4,347,479,389,47,774,49,345,47,229,47,385,668,313,669,435,927,379,937,337,927,23,927,174,927,174,174,927,927,174,927,174,927,174,948,201,9480,2010,9480,2010,9480,2010,9480,2010,-5,-5
3642,757,3,1,-4,-4,657,809,277,-4,-4,927,19,927,19,927,234,-5,-5,927,389,849,234,849,178,189,19,208,19,208,259,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3643,-4,3,2,-4,-4,669,669,435,677,276,677,276,669,435,809,459,669,435,857,156,857,156,857,156,708,385,508,856,357,889,889,357,357,889,508,856,857,156,786,231,7860,2310,7860,2310,7860,2310,7860,2310,7860,2310
3644,-4,3,1,-4,-4,669,669,444,779,274,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,907,354,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3645,289,3,1,-4,-4,647,809,459,809,19,809,459,709,255,709,255,709,256,709,255,709,19,709,13,709,19,709,7,748,243,19,398,398,19,-5,-5,-5,-5,-5,-5,3570,20,-5,-5,-5,-5,-5,-5,-5,-5
3646,69,3,1,-5,-5,69,69,869,-5,-5,69,567,69,869,-5,-5,-5,-5,607,243,69,565,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3647,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,638,276,609,276,-4,-4,728,453,728,453,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3648,697,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,628,276,628,276,628,276,497,472,-4,-4,-4,-4,5090,4700,7780,5700,7780,5700
3649,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,628,276,839,447,839,447,-4,-4,508,259,539,274,-4,-4,839,447,447,839,839,447,839,447,839,447,827,360,8270,3600,8270,3600,8270,3600,8270,3600,8270,3600
3650,669,3,2,657,321,717,717,337,717,276,717,313,-4,-4,838,319,838,319,838,319,838,319,838,385,838,385,838,308,838,319,319,838,838,375,838,313,838,313,819,593,8190,5930,9990,1060,8190,1060,8190,1060,8190,1060
3651,639,3,2,119,610,119,507,365,507,365,647,308,507,28,507,33,219,337,219,337,697,337,507,337,647,337,297,23,357,23,25,357,357,23,848,23,848,25,818,84,8180,840,8180,840,8180,840,8180,840,8180,840
3652,669,3,2,-4,-4,-4,-4,-4,669,276,669,438,-4,-4,669,433,628,276,139,889,187,849,417,804,417,804,417,804,417,804,804,417,417,804,417,805,-5,-5,617,913,6170,9130,6170,9130,6170,9130,6170,9130,6170,9130
3653,639,3,1,639,245,749,647,19,647,243,647,19,647,19,647,243,647,19,647,19,639,19,639,19,647,243,639,37,649,243,274,647,887,19,647,19,647,243,407,471,4070,4710,9990,20,-4,-4,4070,20,-5,-5
3654,-4,3,2,-4,-4,839,839,447,839,447,867,468,857,155,-4,-4,848,468,798,468,778,468,769,406,769,406,857,155,778,468,19,887,728,448,698,276,698,276,747,551,3490,8800,6070,5620,6070,5620,6070,5620,6070,5620
3655,707,3,2,707,321,609,669,435,849,313,118,785,-4,-4,-4,-4,707,7,717,313,707,383,707,255,707,255,707,7,707,25,255,707,707,19,707,19,707,19,687,80,5080,5700,5080,5700,-4,-4,5080,5700,5080,5700
3656,338,3,1,-4,-4,-4,669,437,19,486,887,174,669,439,669,439,707,805,357,754,357,777,357,-3,357,796,357,777,357,779,779,357,357,754,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3657,769,3,1,-4,-4,-4,648,885,757,514,749,516,749,453,809,453,289,588,747,426,747,426,718,426,839,426,879,426,917,486,486,838,197,719,737,888,697,337,537,512,7690,3920,7680,3920,7680,3920,7680,3920,7680,3920
3658,857,3,1,-4,-4,-4,-4,-4,-4,-4,628,365,937,486,809,453,809,453,809,453,878,453,769,486,19,486,19,486,19,486,486,19,19,486,769,406,769,406,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3659,-4,3,2,-4,-4,-4,609,364,-4,-4,-4,-4,669,276,669,444,669,19,628,276,628,379,478,453,728,453,748,19,669,19,376,698,737,785,587,373,739,889,508,876,5080,8760,-4,-4,-4,-4,5080,8760,5080,8760
3660,769,3,1,-4,-4,-4,669,438,669,437,769,889,288,365,-5,-5,648,883,-5,-5,-5,-5,639,805,-5,-5,609,804,609,883,888,119,418,856,-5,-5,418,856,-5,-5,770,6230,770,6230,6380,5510,6380,5510,4290,9600
3661,829,3,2,877,391,-4,687,315,687,313,687,313,737,389,717,338,717,337,917,315,917,19,917,313,917,313,917,379,917,315,315,917,917,379,-4,-4,857,444,847,254,8470,2540,8470,2540,8470,2300,8470,2300,8470,2300
3662,657,3,2,657,310,657,697,365,697,337,809,433,609,337,697,337,697,337,657,337,657,337,588,337,628,276,628,243,537,378,-5,-5,759,365,669,434,739,376,679,998,8680,4720,8770,4840,8680,4720,8680,4720,5090,4700
3663,769,3,2,-4,-4,-4,728,486,887,774,887,189,897,189,729,189,887,189,897,189,897,189,897,189,729,189,897,189,887,189,189,798,69,796,69,796,69,796,77,666,7860,2310,7860,2310,7860,2310,-5,-5,-5,-5
3664,-4,1,1,-4,-4,857,-4,-4,758,523,758,55,758,547,758,523,-5,-5,-5,-5,247,57,118,57,247,696,758,213,758,19,525,758,858,129,858,129,858,129,339,153,2190,7700,9990,1460,-5,-5,-5,-5,-5,-5
3665,-4,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3666,887,1,1,697,280,-4,748,379,539,274,748,275,748,274,748,243,798,19,748,8,748,243,539,243,748,19,748,19,748,19,19,748,748,19,748,19,748,19,718,43,7180,430,9990,4710,7180,4710,7180,4710,-5,-5
3667,-4,3,2,-4,-4,779,857,468,769,406,769,405,857,468,508,356,357,335,357,335,778,468,839,447,839,175,879,469,769,406,-4,-4,-4,-4,867,329,859,329,677,524,-5,-5,8660,5410,8660,5410,8660,5410,8660,5410
3668,-4,3,1,-4,-4,-4,809,459,889,23,889,23,889,23,889,23,849,178,889,23,889,23,849,178,849,178,849,178,849,178,178,849,849,178,849,178,849,178,727,210,7270,2100,7270,2100,7270,2100,7270,2100,7270,2100
3669,857,3,2,-4,-4,-4,858,389,809,459,669,23,669,23,669,23,669,23,708,23,669,23,669,23,669,23,669,23,669,337,337,669,-4,-4,857,159,857,159,917,42,9170,420,9170,420,9170,420,-5,-5,-5,-5
3670,-4,3,1,-4,-4,-4,858,229,729,229,748,223,858,154,858,229,858,65,858,76,858,235,448,55,707,229,709,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3671,-4,3,2,-4,-4,-4,-4,-4,637,274,858,773,669,438,858,389,339,315,858,345,748,195,447,195,-5,-5,-5,-5,807,195,-5,-5,807,195,807,193,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3672,777,3,1,-4,-4,-4,777,809,777,809,777,469,738,23,709,255,709,255,709,255,709,255,709,255,709,255,709,255,707,255,255,738,738,255,709,255,709,255,697,85,6970,850,9990,710,-5,-5,6970,710,-5,-5
3673,-4,3,1,-4,-4,-4,858,424,69,337,67,23,569,337,607,243,127,274,69,274,569,259,69,274,127,243,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3674,-4,3,2,-4,-4,-4,697,274,769,405,839,447,828,446,-5,-5,-5,-5,828,95,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,468,857,-5,-5,-5,-5,-5,-5,-4,-4,7890,730,-5,-5,-5,-5,-5,-5,-5,-5
3675,-4,3,1,-4,-4,-4,718,579,809,459,69,869,127,689,127,689,377,224,897,889,67,869,69,365,68,869,127,689,127,259,19,127,127,274,127,274,127,274,257,484,2570,4840,2570,4840,2570,4840,2570,4840,2570,4840
3676,669,3,1,669,912,669,669,436,838,276,838,276,888,217,718,308,718,217,718,43,718,43,718,185,718,217,718,19,718,16,16,718,718,19,718,19,888,19,729,22,7290,220,7290,220,7290,220,7290,220,7290,220
3677,-4,3,2,-4,-4,697,609,274,858,315,858,313,858,313,858,174,839,163,867,163,887,174,878,174,867,163,887,163,878,174,27,878,878,19,748,19,748,174,837,201,8370,2010,8370,2010,8370,5930,8370,620,8370,2010
3678,888,3,2,888,394,239,189,313,208,313,189,313,257,313,259,313,189,313,189,313,189,27,398,14,189,319,259,379,189,376,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3679,839,3,2,838,925,-4,838,447,838,447,838,447,838,95,838,95,838,95,838,95,838,95,838,95,838,95,838,95,838,95,95,838,838,95,848,159,838,95,819,313,8190,3130,9990,3130,7870,3130,7870,5120,7870,5120
